step	global-lle	local-lle	lle-ratio
0	+2.4057091516014419e+00	+2.4057091516014419e+00	+0.0000000000000000e+00
0	+2.5941143384091712e+00	+2.5941143384091712e+00	+0.0000000000000000e+00
0	-6.8946749490346644e+00	-6.8946749490346644e+00	+0.0000000000000000e+00
0	-2.9424785055994409e+00	-2.9424785055994409e+00	+0.0000000000000000e+00
3	-1.0717355463807348e+00	+1.0457361910174550e+00	+4.2349434747963794e+00
0	+2.9067068156485130e+00	+2.9067068156485130e+00	+0.0000000000000000e+00
3	-2.2160546386835698e+00	-5.1281051998257210e-01	+3.4064882374019954e+00
3	-2.2871177076966624e+00	-2.6635444352030468e-01	+4.0415265283527155e+00
0	+1.8611954107100370e+00	+1.8611954107100370e+00	+0.0000000000000000e+00
0	+3.3207931490999547e+00	+3.3207931490999547e+00	+0.0000000000000000e+00
0	+3.3004677011519123e+00	+3.3004677011519123e+00	+0.0000000000000000e+00
0	+1.7486021721300897e+00	+1.7486021721300897e+00	+0.0000000000000000e+00
0	+1.7220505866572733e-01	+1.7220505866572733e-01	+0.0000000000000000e+00
0	+2.6667392978082916e+00	+2.6667392978082916e+00	+0.0000000000000000e+00
0	-2.9552131679666882e-01	-2.9552131679666882e-01	+0.0000000000000000e+00
0	+8.9187586163163557e-01	+8.9187586163163557e-01	+0.0000000000000000e+00
0	+2.3192991328328132e+00	+2.3192991328328132e+00	+0.0000000000000000e+00
0	+3.2002612692788586e+00	+3.2002612692788586e+00	+0.0000000000000000e+00
4	-3.4298230157220413e+00	+5.2692491592611512e-01	+7.9134958632963128e+00
0	+1.1289141190233249e+00	+1.1289141190233249e+00	+0.0000000000000000e+00
8	-3.1093702515360153e+00	-1.8345424822802237e-01	+5.8518320066159859e+00
0	+1.6084219060503284e+00	+1.6084219060503284e+00	+0.0000000000000000e+00
0	+2.9457587935730927e+00	+2.9457587935730927e+00	+0.0000000000000000e+00
0	-3.7537408405052339e+00	-3.7537408405052339e+00	+0.0000000000000000e+00
0	+2.1550701985457899e+00	+2.1550701985457899e+00	+0.0000000000000000e+00
4	-1.0266183977678546e+01	-9.6904492160367770e+00	+1.1514695232835379e+00
0	-1.5825579388662909e+00	-1.5825579388662909e+00	+0.0000000000000000e+00
1	-3.6501065788301030e+00	-3.4152589993906646e+00	+4.6969515887887692e-01
0	+2.3370632097067618e+00	+2.3370632097067618e+00	+0.0000000000000000e+00
0	+2.6845776656246714e+00	+2.6845776656246714e+00	+0.0000000000000000e+00
0	+2.2356572505108523e+00	+2.2356572505108523e+00	+0.0000000000000000e+00
0	+2.6246319831761182e+00	+2.6246319831761182e+00	+0.0000000000000000e+00
1	+1.2859928840644503e+00	+1.3610629550338760e+00	+1.5014014193885128e-01
0	-5.8046335815182815e-02	-5.8046335815182815e-02	+0.0000000000000000e+00
0	+3.3381671942466471e+00	+3.3381671942466471e+00	+0.0000000000000000e+00
2	-4.9908293336152099e-01	+4.5159216080512943e-01	+1.9013501883333008e+00
6	-7.4929693821815135e+00	-1.5639831494692218e+00	+1.1857972465424584e+01
1	+2.1665069955919241e+00	+2.3000975826713308e+00	+2.6718117415881348e-01
0	-5.0124529596965495e-01	-5.0124529596965495e-01	+0.0000000000000000e+00
0	+2.0416053817619506e+00	+2.0416053817619506e+00	+0.0000000000000000e+00
1	+1.1340411611013521e+00	+1.5444945844094913e+00	+8.2090684661627833e-01
0	-4.8813428594797283e+00	-4.8813428594797283e+00	+0.0000000000000000e+00
0	+9.3538050142925533e-01	+9.3538050142925533e-01	+0.0000000000000000e+00
0	+3.0414767490581704e+00	+3.0414767490581704e+00	+0.0000000000000000e+00
0	+3.4179758249729728e+00	+3.4179758249729728e+00	+0.0000000000000000e+00
0	+3.1441636896110920e+00	+3.1441636896110920e+00	+0.0000000000000000e+00
0	+1.8652799294897897e+00	+1.8652799294897897e+00	+0.0000000000000000e+00
0	-8.9176658385757790e-01	-8.9176658385757790e-01	+0.0000000000000000e+00
0	+1.6669689974641244e+00	+1.6669689974641244e+00	+0.0000000000000000e+00
0	+3.0716766281027832e+00	+3.0716766281027832e+00	+0.0000000000000000e+00
0	+3.2952334453386185e+00	+3.2952334453386185e+00	+0.0000000000000000e+00
0	+3.3225276481598818e+00	+3.3225276481598818e+00	+0.0000000000000000e+00
0	+2.9045833165247528e+00	+2.9045833165247528e+00	+0.0000000000000000e+00
0	+3.3707490706818355e+00	+3.3707490706818355e+00	+0.0000000000000000e+00
0	+1.6430817489981244e+00	+1.6430817489981244e+00	+0.0000000000000000e+00
0	+2.2162570567881268e-01	+2.2162570567881268e-01	+0.0000000000000000e+00
0	+1.2158615629402250e+00	+1.2158615629402250e+00	+0.0000000000000000e+00
0	+7.4586471473324556e-01	+7.4586471473324556e-01	+0.0000000000000000e+00
0	-5.6231267707561052e+00	-5.6231267707561052e+00	+0.0000000000000000e+00
0	+3.1025820939143736e+00	+3.1025820939143736e+00	+0.0000000000000000e+00
0	+1.0780333170037260e-01	+1.0780333170037260e-01	+0.0000000000000000e+00
0	+2.3077711712320270e+00	+2.3077711712320270e+00	+0.0000000000000000e+00
0	-3.0777637304192051e-01	-3.0777637304192051e-01	+0.0000000000000000e+00
0	+2.9267020581861680e+00	+2.9267020581861680e+00	+0.0000000000000000e+00
6	-2.9164147055873260e+00	+5.3546684998058369e-01	+6.9037631111358193e+00
3	-5.4895313806340251e-01	+9.8045791010913375e-01	+3.0588220963450725e+00
0	+1.6475063971690482e+00	+1.6475063971690482e+00	+0.0000000000000000e+00
0	+3.1115316606640224e+00	+3.1115316606640224e+00	+0.0000000000000000e+00
0	+2.3233611625210275e+00	+2.3233611625210275e+00	+0.0000000000000000e+00
0	+2.3128930460074009e+00	+2.3128930460074009e+00	+0.0000000000000000e+00
0	+1.6206013761928046e+00	+1.6206013761928046e+00	+0.0000000000000000e+00
0	+2.0113990684072465e+00	+2.0113990684072465e+00	+0.0000000000000000e+00
0	-7.7607352636414095e-01	-7.7607352636414095e-01	+0.0000000000000000e+00
0	+1.6492530742389899e+00	+1.6492530742389899e+00	+0.0000000000000000e+00
0	+1.9871901843800268e+00	+1.9871901843800268e+00	+0.0000000000000000e+00
0	+2.9632443447810166e+00	+2.9632443447810166e+00	+0.0000000000000000e+00
0	+1.5736733456421907e+00	+1.5736733456421907e+00	+0.0000000000000000e+00
2	-1.2519747745625329e+00	-4.7861101308145582e-02	+2.4082273465087747e+00
0	+3.4804133815228786e+00	+3.4804133815228786e+00	+0.0000000000000000e+00
0	+2.3564583499068825e+00	+2.3564583499068825e+00	+0.0000000000000000e+00
2	+7.4790145170943534e-01	+1.2598569892364235e+00	+1.0239110750539764e+00
0	+3.0567776529865776e+00	+3.0567776529865776e+00	+0.0000000000000000e+00
0	+3.1465020363260257e+00	+3.1465020363260257e+00	+0.0000000000000000e+00
0	+9.1007941872217435e-01	+9.1007941872217435e-01	+0.0000000000000000e+00
0	+9.1007941872217391e-01	+9.1007941872217391e-01	+0.0000000000000000e+00
0	+2.8862733520970600e+00	+2.8862733520970600e+00	+0.0000000000000000e+00
0	+2.3207061021332169e+00	+2.3207061021332169e+00	+0.0000000000000000e+00
0	+2.3330979829326530e+00	+2.3330979829326530e+00	+0.0000000000000000e+00
0	+2.0657496218848044e+00	+2.0657496218848044e+00	+0.0000000000000000e+00
0	+3.2289587440137124e+00	+3.2289587440137124e+00	+0.0000000000000000e+00
3	-2.9613286733785387e+00	-1.0634425852171336e+00	+3.7957721763228101e+00
0	+2.7672532301944237e+00	+2.7672532301944237e+00	+0.0000000000000000e+00
0	-1.2561863620444722e+00	-1.2561863620444722e+00	+0.0000000000000000e+00
0	-1.1661067232149644e+00	-1.1661067232149644e+00	+0.0000000000000000e+00
6	-2.9506542072502899e+00	+7.3750043900047690e-01	+7.3763092925015332e+00
2	-2.8615544872256571e-01	+1.5216191738045655e+00	+3.6155492450542623e+00
0	+2.5815348008644112e+00	+2.5815348008644112e+00	+0.0000000000000000e+00
0	+3.0047950004074089e+00	+3.0047950004074089e+00	+0.0000000000000000e+00
0	+1.9458411648790328e+00	+1.9458411648790328e+00	+0.0000000000000000e+00
0	+1.1810950333579231e+00	+1.1810950333579231e+00	+0.0000000000000000e+00
0	+1.1743153009755369e+00	+1.1743153009755369e+00	+0.0000000000000000e+00
0	+2.9565948940106677e+00	+2.9565948940106677e+00	+0.0000000000000000e+00
0	+9.0346312118922967e-01	+9.0346312118922967e-01	+0.0000000000000000e+00
0	+1.9170535415793530e+00	+1.9170535415793530e+00	+0.0000000000000000e+00
0	-3.2928989932181736e+00	-3.2928989932181736e+00	+0.0000000000000000e+00
0	+3.3590406469322538e+00	+3.3590406469322538e+00	+0.0000000000000000e+00
0	+2.1058894064198865e+00	+2.1058894064198865e+00	+0.0000000000000000e+00
0	-1.2937346791397113e+00	-1.2937346791397113e+00	+0.0000000000000000e+00
12	-2.2293158870174592e+00	-4.0731840128222130e-01	+3.6439949714704758e+00
14	-2.3241206108480688e+00	-2.4975772234128102e-01	+4.1487257770135759e+00
0	-3.3634769200392789e-01	-3.3634769200392789e-01	+0.0000000000000000e+00
0	-1.9079978293950788e+00	-1.9079978293950788e+00	+0.0000000000000000e+00
0	+2.8595006869837594e+00	+2.8595006869837594e+00	+0.0000000000000000e+00
0	+2.0995387470022218e+00	+2.0995387470022218e+00	+0.0000000000000000e+00
0	+1.8641639517253874e+00	+1.8641639517253874e+00	+0.0000000000000000e+00
0	+1.8082850220466735e+00	+1.8082850220466735e+00	+0.0000000000000000e+00
0	+1.1696335044192185e+00	+1.1696335044192185e+00	+0.0000000000000000e+00
0	+2.8070301956949653e+00	+2.8070301956949653e+00	+0.0000000000000000e+00
0	-5.6177150904921955e+00	-5.6177150904921955e+00	+0.0000000000000000e+00
2	-3.9759559092960899e+00	-3.3151351984415052e+00	+1.3216414217091694e+00
0	-6.1183774143430991e+00	-6.1183774143430991e+00	+0.0000000000000000e+00
2	-1.4956177167144714e+01	-1.3459209308762279e+01	+2.9939357167648701e+00
0	+2.4747043983068373e+00	+2.4747043983068373e+00	+0.0000000000000000e+00
0	-5.3522881457074529e+00	-5.3522881457074529e+00	+0.0000000000000000e+00
0	-6.3210084301780931e+00	-6.3210084301780931e+00	+0.0000000000000000e+00
0	+1.5237052935808455e+00	+1.5237052935808455e+00	+0.0000000000000000e+00
3	-4.5829373947497505e+00	-2.1990804588096156e+00	+4.7677138718802698e+00
0	+9.8238109417849717e-01	+9.8238109417849717e-01	+0.0000000000000000e+00
0	+5.0723044635183090e-01	+5.0723044635183090e-01	+0.0000000000000000e+00
1	-1.5615814734416089e+01	-1.5552595522667445e+01	+1.2643842349728729e-01
0	-6.4604251607036023e+00	-6.4604251607036023e+00	+0.0000000000000000e+00
2	-4.8134091309170586e+00	-3.3888962210363327e+00	+2.8490258197614517e+00
0	-9.3617712346059143e+00	-9.3617712346059143e+00	+0.0000000000000000e+00
0	-4.3521463664326880e+00	-4.3521463664326880e+00	+0.0000000000000000e+00
1	-1.1366490752805820e+00	-5.9903346083616027e-01	+1.0752312288888435e+00
0	+2.2503290493623873e+00	+2.2503290493623873e+00	+0.0000000000000000e+00
0	+2.8996090007302624e+00	+2.8996090007302624e+00	+0.0000000000000000e+00
0	+2.6248482585084547e+00	+2.6248482585084547e+00	+0.0000000000000000e+00
0	+2.3844427469966512e+00	+2.3844427469966512e+00	+0.0000000000000000e+00
0	-1.3765889094711943e+00	-1.3765889094711943e+00	+0.0000000000000000e+00
0	+9.3037036804905604e-02	+9.3037036804905604e-02	+0.0000000000000000e+00
0	+2.3033360111322492e+00	+2.3033360111322492e+00	+0.0000000000000000e+00
1	-5.0719687321186004e+00	-5.0228582114698170e+00	+9.8221041297566813e-02
0	+2.6987679008622250e+00	+2.6987679008622250e+00	+0.0000000000000000e+00
0	+2.3987026075044464e+00	+2.3987026075044464e+00	+0.0000000000000000e+00
0	+8.7783547956266172e-01	+8.7783547956266172e-01	+0.0000000000000000e+00
1	+1.4210179346577010e+00	+1.7544483727802507e+00	+6.6686087624509938e-01
0	+2.9526708321377573e+00	+2.9526708321377573e+00	+0.0000000000000000e+00
1	+8.5709731280237511e-01	+9.7870605796132848e-01	+2.4321749031790674e-01
0	+2.2281787574577687e+00	+2.2281787574577687e+00	+0.0000000000000000e+00
0	+3.2689680889814827e+00	+3.2689680889814827e+00	+0.0000000000000000e+00
3	-5.6876353076880370e-01	+1.3115212892909853e+00	+3.7605696401195781e+00
0	+3.1442778224225831e+00	+3.1442778224225831e+00	+0.0000000000000000e+00
0	-1.3439364737366510e-02	-1.3439364737366510e-02	+0.0000000000000000e+00
0	+2.5738887337580429e+00	+2.5738887337580429e+00	+0.0000000000000000e+00
0	+2.7039376585034840e+00	+2.7039376585034840e+00	+0.0000000000000000e+00
0	+3.3820849533548962e+00	+3.3820849533548962e+00	+0.0000000000000000e+00
0	+1.4820706890934372e+00	+1.4820706890934372e+00	+0.0000000000000000e+00
10	-1.5755988429920114e+01	-3.2875184343264299e+00	+2.4936939991187369e+01
3	-1.8636548150460079e+00	+2.2328694564331020e-01	+4.1738835213786363e+00
5	-1.5338201811014445e+00	-6.3693708843980712e-01	+1.7937661853232747e+00
0	+9.8603531161891356e-01	+9.8603531161891356e-01	+0.0000000000000000e+00
0	+1.7805233730347791e+00	+1.7805233730347791e+00	+0.0000000000000000e+00
0	-3.1076076449650500e+00	-3.1076076449650500e+00	+0.0000000000000000e+00
0	-3.1519059370658269e+00	-3.1519059370658269e+00	+0.0000000000000000e+00
5	-1.6020322378236109e+01	-1.1053923781279501e+01	+9.9327971939132169e+00
1	+1.1539376459693611e+00	+1.8591515448141951e+00	+1.4104277976896680e+00
3	-1.8543030579457511e+00	+4.5781905656368771e-01	+4.6242442290188777e+00
0	+2.1875153498254232e+00	+2.1875153498254232e+00	+0.0000000000000000e+00
0	+9.3512817552028338e-02	+9.3512817552028338e-02	+0.0000000000000000e+00
1	-3.4293199180074563e+00	-2.7213882635689646e+00	+1.4158633088769834e+00
1	+1.2819831741375509e-01	+2.7487830335871877e-01	+2.9335997188992735e-01
1	+9.7196293370434006e-02	+2.3873672798606149e-01	+2.8308086923125497e-01
0	+9.6248466717437964e-01	+9.6248466717437964e-01	+0.0000000000000000e+00
4	-2.2286414438966569e+00	+3.9697630766440151e-01	+5.2512355031221167e+00
2	-2.2420600630944580e+00	-1.9647138229493764e+00	+5.5469248029016338e-01
0	-4.1949390656895886e+00	-4.1949390656895886e+00	+0.0000000000000000e+00
1	+1.5739658009873176e+00	+1.8406953496443834e+00	+5.3345909731413155e-01
1	+1.9881935230058447e+00	+2.2498820555507746e+00	+5.2337706508985971e-01
0	+2.7202491733095941e+00	+2.7202491733095941e+00	+0.0000000000000000e+00
0	+2.3728198238911755e+00	+2.3728198238911755e+00	+0.0000000000000000e+00
0	+2.8362122870807140e+00	+2.8362122870807140e+00	+0.0000000000000000e+00
0	+2.9280140753312165e+00	+2.9280140753312165e+00	+0.0000000000000000e+00
0	+2.8813387953141176e+00	+2.8813387953141176e+00	+0.0000000000000000e+00
0	+2.7368610922789096e+00	+2.7368610922789096e+00	+0.0000000000000000e+00
1	+1.9127994914518744e+00	+2.2105547133245742e+00	+5.9551044374539952e-01
0	+2.8302409871654652e+00	+2.8302409871654652e+00	+0.0000000000000000e+00
8	-4.9961161713052178e+00	-6.4339523019879685e-01	+8.7054418822128419e+00
4	-4.0930629600184485e+00	-9.2758066532017569e-02	+8.0006097869728627e+00
2	+9.0817498303925559e-01	+1.6898345177297891e+00	+1.5633190693810670e+00
0	+3.1419773421442239e+00	+3.1419773421442239e+00	+0.0000000000000000e+00
1	+5.6487866332247183e-01	+1.2842943390735964e+00	+1.4388313515022491e+00
1	+1.7298795858512017e+00	+1.9313059814313356e+00	+4.0285279116026773e-01
0	+2.7210458296160516e+00	+2.7210458296160516e+00	+0.0000000000000000e+00
2	-1.8743429253127974e-01	+6.7352531545384542e-01	+1.7219192159702503e+00
0	+1.6594924264957065e+00	+1.6594924264957065e+00	+0.0000000000000000e+00
0	+2.6206282159763075e+00	+2.6206282159763075e+00	+0.0000000000000000e+00
0	+2.3212247375974417e+00	+2.3212247375974417e+00	+0.0000000000000000e+00
0	-1.3504430471055924e+01	-1.3504430471055924e+01	+0.0000000000000000e+00
5	-1.2227295852236667e+01	-7.4506342128914094e+00	+9.5533232786905149e+00
0	+2.9792741746632525e+00	+2.9792741746632525e+00	+0.0000000000000000e+00
0	+2.0515832938300020e+00	+2.0515832938300020e+00	+0.0000000000000000e+00
0	+3.0370157650777152e+00	+3.0370157650777152e+00	+0.0000000000000000e+00
5	-1.1743134559533095e+01	-7.7483360860805197e+00	+7.9895969469051504e+00
4	-2.1039483267534060e+01	-1.7051464716459360e+01	+7.9760371021493981e+00
0	-4.6564181995649037e+00	-4.6564181995649037e+00	+0.0000000000000000e+00
6	-1.9711769913928414e+01	-1.4195565800130179e+01	+1.1032408227596470e+01
5	-3.7235231897305257e+00	+4.1058702470651154e-01	+8.2682204288740735e+00
2	+3.0929451662691676e-02	+1.4907091070990339e+00	+2.9195593108726845e+00
5	-2.5014020276038478e+00	+9.4234930693917640e-01	+6.8875026690860484e+00
3	-3.5489345900484714e-01	+1.3907545593187107e+00	+3.4912960366471157e+00
0	+2.6748890200915127e+00	+2.6748890200915127e+00	+0.0000000000000000e+00
0	+2.5296452498167481e+00	+2.5296452498167481e+00	+0.0000000000000000e+00
0	+3.0291744426455716e+00	+3.0291744426455716e+00	+0.0000000000000000e+00
0	+3.0291744426455716e+00	+3.0291744426455716e+00	+0.0000000000000000e+00
0	+3.0291744426455716e+00	+3.0291744426455716e+00	+0.0000000000000000e+00
0	+2.7666178165076203e+00	+2.7666178165076203e+00	+0.0000000000000000e+00
0	+2.5564214981467610e+00	+2.5564214981467610e+00	+0.0000000000000000e+00
0	-1.1445703201686337e+01	-1.1445703201686337e+01	+0.0000000000000000e+00
0	-7.2289337522217956e+00	-7.2289337522217956e+00	+0.0000000000000000e+00
1	-1.4087679008190280e+01	-1.3943269341155066e+01	+2.8881933407042837e-01
0	+2.8481054446673428e+00	+2.8481054446673428e+00	+0.0000000000000000e+00
10	-8.9146574117485802e+00	-3.4290331077598601e-02	+1.7760734161341965e+01
2	+3.8621740904863922e-01	+1.5726682068224291e+00	+2.3729015955475798e+00
0	-5.2903332583818177e+00	-5.2903332583818177e+00	+0.0000000000000000e+00
8	-1.2847504420724130e+01	-4.3068788878108197e+00	+1.7081251065826621e+01
1	+1.2544970542738327e+00	+1.8824810881604512e+00	+1.2559680677732370e+00
0	-3.7321993236595574e-02	-3.7321993236595574e-02	+0.0000000000000000e+00
0	-4.9000039108171798e+00	-4.9000039108171798e+00	+0.0000000000000000e+00
0	+1.3901611372453972e+00	+1.3901611372453972e+00	+0.0000000000000000e+00
2	-8.4403446764906143e-01	+7.6970762706289264e-01	+3.2274841894239081e+00
4	-2.0653633789769934e+00	+7.9069970858813754e-01	+5.7121261751302619e+00
2	+8.5180817492375382e-02	+1.4696678307747673e+00	+2.7689740265647838e+00
4	-1.0866239516519457e+01	-6.6591599738323577e+00	+8.4141590853741981e+00
4	-6.2007685065478579e+00	-2.0100378095162434e+00	+8.3814613940632299e+00
4	-6.0691201608009298e+00	-2.0064369903419226e+00	+8.1253663409180135e+00
0	+3.1015958853438574e+00	+3.1015958853438574e+00	+0.0000000000000000e+00
0	+2.5840392871216578e+00	+2.5840392871216578e+00	+0.0000000000000000e+00
0	+2.9657405323372821e+00	+2.9657405323372821e+00	+0.0000000000000000e+00
0	+2.3079629813364511e-01	+2.3079629813364511e-01	+0.0000000000000000e+00
6	-1.0211297043448484e+01	-5.0843399985475308e+00	+1.0253914089801906e+01
5	-9.6966491138814099e+00	-4.9058340071352520e+00	+9.5816302134923159e+00
0	+2.8969326662944948e+00	+2.8969326662944948e+00	+0.0000000000000000e+00
1	+2.3410967598537824e+00	+2.3919637912966110e+00	+1.0173406288565712e-01
0	+1.9345566699603109e+00	+1.9345566699603109e+00	+0.0000000000000000e+00
0	-5.9201211874926152e-01	-5.9201211874926152e-01	+0.0000000000000000e+00
3	-6.0260928440233297e-01	+1.2829339306742857e+00	+3.7710864301532374e+00
0	-1.2067019066901628e+00	-1.2067019066901628e+00	+0.0000000000000000e+00
0	+3.0798310856524509e+00	+3.0798310856524509e+00	+0.0000000000000000e+00
2	-2.2490223124447226e+00	-1.0659637180766599e+00	+2.3661171887361254e+00
0	+2.6748606469104304e+00	+2.6748606469104304e+00	+0.0000000000000000e+00
0	+3.6835159231763459e-01	+3.6835159231763459e-01	+0.0000000000000000e+00
0	+3.0864833788662573e+00	+3.0864833788662573e+00	+0.0000000000000000e+00
0	-3.1409593313071351e+00	-3.1409593313071351e+00	+0.0000000000000000e+00
